,AÑO,CÓDIGO_DEPARTAMENTO,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
188,2016,76,873706,81.4,81.23,47.12,78.38,69.91,41.43,93.81,74.23,98.31,100.53,79.48,24647.0,63.06,4.34,4.81,3.56,5.49,3.5,88.72,0.64,91.33,5.49,90.79,6.94,0.64,91.33,10.69,5.71,1.29,0.64,1.24,1.7,0.54
189,2016,81,75185,74.0,73.95,45.72,73.41,56.6,30.26,85.37,81.85,96.01,83.0,63.17,20236.0,13.29,3.72,4.45,2.99,4.75,3.61,96.28,0.0,97.01,4.75,96.37,0.0,0.0,97.01,0.0,0.02,3.44,0.0,2.49,5.99,2.3
190,2016,85,88003,100.2,100.18,67.4,99.15,82.2,47.43,111.65,95.63,119.7,117.25,87.96,24825.0,38.42,4.21,4.01,3.59,5.62,2.7,90.23,0.21,92.86,5.62,92.34,5.56,0.21,92.86,9.7,4.96,4.03,0.21,3.7,5.89,1.41
191,2016,86,91441,76.1,76.09,34.27,73.99,64.26,32.65,87.8,70.36,92.53,95.51,69.27,26859.0,16.08,7.53,7.57,6.66,9.18,5.91,86.13,0.23,88.75,9.18,88.1,6.34,0.23,88.75,10.06,6.0,2.56,0.23,2.34,3.55,1.1
192,2016,88,15167,68.2,68.15,46.9,70.28,60.46,38.67,73.81,64.84,80.67,76.08,57.06,25.96,79.17,2.26,1.09,2.3,2.66,1.62,97.73,0.0,97.7,2.66,98.29,0.01,0.0,97.7,0.0,0.1,2.47,0.0,1.99,3.71,2.38
193,2016,91,22243,81.4,81.35,45.44,80.27,59.77,26.64,96.12,84.42,108.78,96.16,68.38,21218.0,26.61,5.06,5.23,2.75,8.49,5.96,89.11,0.32,91.28,8.49,88.25,5.83,0.32,91.28,7.05,5.79,6.61,0.32,7.5,7.17,4.14
194,2016,94,11935,77.6,77.64,58.82,75.91,35.5,9.01,95.79,120.45,117.88,89.33,41.23,26299.0,18.89,8.21,9.63,6.64,11.16,6.0,74.85,7.67,77.2,11.16,81.24,16.94,7.67,77.2,23.19,12.77,1.9,7.67,1.68,1.8,0.58
195,2016,95,31671,54.8,54.83,25.99,53.38,41.52,21.19,65.4,52.76,72.05,68.69,47.23,27866.0,19.75,4.7,5.32,3.59,6.47,4.45,89.19,0.51,91.48,6.47,88.88,6.11,0.51,91.48,9.3,6.67,2.85,0.51,2.18,4.57,2.22
196,2016,97,12654,64.2,64.17,23.91,63.33,38.09,12.67,76.78,47.3,96.43,73.94,45.46,14.21,25.66,6.6,6.37,4.97,10.15,5.11,83.11,0.19,82.91,10.15,87.84,10.29,0.19,82.91,9.56,7.06,3.02,0.19,3.26,3.2,1.8
197,2016,99,21951,77.8,77.78,41.52,80.09,34.58,14.69,87.9,84.46,125.36,63.17,37.3,17248.0,41.58,8.16,10.14,7.71,9.09,6.22,78.03,1.8,75.21,9.09,88.22,13.81,1.8,75.21,11.53,5.57,3.26,1.8,3.79,2.88,1.21
198,2017,5,1270105,86.1,86.0,56.58,83.3,73.93,42.85,98.15,74.91,101.94,107.54,81.77,31728.0,32.85,4.15,3.56,3.28,5.69,3.39,88.68,0.19,90.8,5.69,90.95,7.16,0.19,90.8,10.64,5.66,6.52,0.19,6.31,8.94,2.97
199,2017,8,518257,91.1,90.72,58.52,87.59,76.65,50.84,99.32,89.0,105.29,100.94,86.39,32237.0,92.5,1.28,2.03,1.23,1.32,0.96,94.18,1.12,94.92,1.32,95.82,4.54,1.12,94.92,6.59,3.22,1.11,1.12,1.21,1.27,0.36
200,2017,11,1452849,79.9,79.45,54.62,78.53,71.47,49.3,86.62,70.52,88.19,90.72,82.66,31843.0,98.76,1.62,2.21,1.31,1.9,1.55,97.29,0.04,98.04,1.9,96.18,1.09,0.04,98.04,1.36,2.27,0.14,0.04,0.14,0.2,0.06
201,2017,13,486067,90.7,90.58,62.87,88.22,72.96,43.18,102.17,103.58,111.35,102.87,77.19,25846.0,39.17,2.65,3.37,2.24,3.15,2.32,91.16,0.96,91.98,3.15,92.14,6.19,0.96,91.98,8.38,5.54,4.4,0.96,4.22,5.51,2.26
202,2017,15,275027,83.5,83.48,60.66,81.41,75.23,50.1,94.76,79.16,95.16,101.38,87.74,27697.0,27.23,2.15,3.55,1.27,2.86,2.22,92.61,0.22,95.56,2.86,92.83,5.25,0.22,95.56,8.65,4.95,2.3,0.22,1.65,3.69,1.55
203,2017,17,191444,75.8,75.72,51.76,70.11,68.71,43.06,86.35,64.93,85.32,96.88,78.29,26938.0,37.97,3.47,3.67,2.54,4.67,3.0,89.46,0.44,91.85,4.67,91.15,7.07,0.44,91.85,10.31,5.85,3.08,0.44,2.38,4.75,1.88
204,2017,18,124222,74.4,74.37,46.49,73.67,56.11,24.84,88.1,77.13,99.8,84.33,71.42,28152.0,8.3,6.73,7.23,5.81,8.31,5.84,90.51,0.4,91.64,8.31,91.52,2.76,0.4,91.64,3.75,2.64,3.43,0.4,3.66,4.05,1.62
205,2017,19,303777,83.3,83.32,49.93,84.53,67.01,34.06,99.31,85.1,109.32,102.37,76.47,20127.0,32.01,2.76,2.36,1.74,4.07,3.55,90.66,1.21,92.21,4.07,90.74,6.59,1.21,92.21,8.91,5.71,1.26,1.21,0.99,1.96,0.97
206,2017,20,259051,99.1,98.92,63.89,96.33,77.05,43.61,111.18,114.87,126.38,106.38,80.18,30738.0,26.42,3.98,5.52,3.67,4.45,2.57,90.56,1.05,91.46,4.45,91.8,5.46,1.05,91.46,7.49,5.63,0.92,1.05,0.94,1.08,0.35
207,2017,23,413883,88.8,88.72,53.75,84.35,73.01,42.2,101.31,96.9,108.19,102.8,82.44,21514.0,37.99,3.03,3.33,2.15,4.08,3.32,93.23,0.52,94.67,4.08,92.83,3.75,0.52,94.67,5.34,3.85,3.29,0.52,3.26,4.08,2.03
208,2017,25,579364,91.8,91.56,57.22,89.27,81.65,51.57,101.72,83.77,103.74,109.61,89.86,20136.0,29.04,2.57,3.25,1.84,3.42,2.3,94.05,0.54,95.79,3.42,94.57,3.37,0.54,95.79,5.22,3.13,2.43,0.54,1.92,3.67,1.54
209,2017,27,145765,79.2,79.19,54.05,80.16,48.97,22.19,95.51,92.22,116.7,84.13,62.24,23395.0,36.32,2.38,2.99,1.96,3.15,1.97,88.49,0.28,88.14,3.15,92.68,9.14,0.28,88.14,11.68,5.35,2.23,0.28,3.14,1.39,0.38
210,2017,41,268582,85.3,85.17,62.02,84.05,73.08,40.14,95.17,85.56,99.64,101.08,76.94,28256.0,25.76,4.14,3.32,2.75,6.4,3.52,86.57,0.37,90.65,6.4,87.98,9.3,0.37,90.65,15.26,8.49,3.32,0.37,2.75,5.01,2.47
211,2017,44,271221,75.5,75.44,51.71,72.96,46.92,20.69,86.51,96.19,106.9,75.48,44.75,25.73,8.3,2.98,4.11,2.44,3.72,2.59,93.92,0.38,94.19,3.72,95.6,3.1,0.38,94.19,3.92,1.82,4.85,0.38,5.3,5.24,1.59
212,2017,47,327940,93.6,93.3,57.03,87.81,70.05,39.23,109.39,116.26,120.26,109.11,78.91,26.88,49.71,2.57,3.46,2.48,2.66,1.88,94.62,0.82,94.31,2.66,95.94,2.8,0.82,94.31,3.0,2.18,2.52,0.82,2.61,2.39,1.0
213,2017,50,221844,90.9,90.88,56.86,88.87,76.9,43.9,102.17,85.35,108.98,105.72,85.89,31086.0,25.83,4.2,4.56,3.52,5.33,3.31,90.81,0.11,92.7,5.33,92.4,4.99,0.11,92.7,7.92,4.29,1.04,0.11,0.88,1.63,0.49
214,2017,52,393195,70.2,70.16,37.49,66.68,57.45,29.86,83.3,64.48,91.31,87.85,63.93,20998.0,28.1,1.4,1.18,0.97,1.91,1.77,95.82,0.38,96.65,1.91,96.19,2.78,0.38,96.65,3.99,2.04,3.17,0.38,2.79,4.47,1.91
215,2017,54,304148,90.4,90.3,61.33,92.97,73.65,39.83,105.26,91.67,114.6,107.8,84.94,30323.0,30.44,3.6,4.12,2.73,4.81,3.54,91.86,1.17,94.38,4.81,91.44,4.54,1.17,94.38,7.58,5.02,1.24,1.17,1.2,1.7,0.54
216,2017,63,108156,77.8,77.69,45.43,70.86,72.73,48.18,88.57,67.87,83.78,100.76,86.77,29872.0,22.94,4.92,5.16,3.97,6.28,4.0,88.68,0.27,91.48,6.28,90.09,6.4,0.27,91.48,9.69,5.91,0.8,0.27,0.56,1.39,0.3
217,2017,66,181154,86.8,86.62,55.57,82.04,75.63,45.42,100.7,81.59,100.14,110.16,92.84,27947.0,40.26,4.82,5.84,3.74,6.39,3.59,89.34,0.77,92.19,6.39,92.05,5.84,0.77,92.19,9.59,4.36,2.4,0.77,2.14,3.42,1.27
218,2017,68,398621,96.5,96.33,63.75,95.04,85.29,51.23,107.72,99.08,110.6,114.29,92.22,29433.0,32.01,2.67,3.74,1.97,3.37,2.51,91.27,0.46,93.96,3.37,91.61,6.07,0.46,93.96,9.87,5.88,2.41,0.46,1.92,3.75,1.34
219,2017,70,197947,97.3,97.2,69.67,95.21,76.17,44.05,111.79,131.46,121.05,109.2,84.12,23538.0,44.38,2.7,3.26,2.17,3.4,2.29,87.86,0.73,88.89,3.4,89.32,9.43,0.73,88.89,13.18,8.39,1.06,0.73,0.98,1.52,0.63
220,2017,73,303140,84.0,83.91,50.6,81.39,71.88,43.79,94.39,77.3,99.77,99.37,79.47,27924.0,23.91,2.93,3.53,2.45,3.65,2.25,90.06,0.49,92.31,3.65,91.91,7.01,0.49,92.31,10.98,5.84,0.73,0.49,0.72,0.99,0.34
221,2017,76,873860,80.4,80.21,49.95,76.38,71.03,40.74,91.94,75.77,93.77,100.98,77.74,28.88,47.05,3.71,4.24,3.11,4.48,3.24,89.59,0.84,91.59,4.48,91.98,6.7,0.84,91.59,10.03,4.78,1.45,0.84,1.35,1.93,0.78
222,2017,81,75197,75.0,75.02,47.31,73.96,58.4,30.87,86.6,83.24,97.04,85.63,62.25,21767.0,35.81,3.63,3.9,3.28,4.23,3.21,96.31,0.0,96.72,4.23,96.07,0.07,0.0,96.72,0.0,0.73,7.17,0.0,6.85,9.05,3.68
223,2017,85,88626,97.8,97.72,71.03,96.81,81.76,46.06,112.68,101.07,122.93,115.8,86.31,26656.0,15.69,2.68,2.98,2.19,3.38,2.31,92.41,0.08,94.05,3.38,93.71,4.91,0.08,94.05,7.89,3.98,2.09,0.08,1.73,3.25,1.38
224,2017,86,91161,75.2,75.24,39.01,71.89,63.92,33.63,88.54,75.55,93.0,93.8,73.4,27.3,16.36,5.74,5.74,4.07,7.98,5.7,88.12,0.2,91.11,7.98,89.11,6.14,0.2,91.11,9.53,5.19,2.65,0.2,2.31,3.89,1.68
225,2017,88,15106,67.8,67.64,51.18,67.84,59.69,37.76,72.38,67.06,77.72,75.58,55.57,27407.0,79.17,1.15,0.75,1.29,1.13,0.9,97.88,0.0,98.09,1.13,98.6,0.97,0.0,98.09,1.82,0.5,2.04,0.0,1.22,3.75,0.8
226,2017,91,22269,83.6,82.1,48.95,80.56,60.67,30.05,96.56,92.62,108.0,94.3,72.21,20971.0,16.5,4.88,6.38,3.06,6.98,6.23,87.45,0.91,90.04,6.98,86.58,7.67,0.91,90.04,11.01,7.19,5.96,0.91,7.06,6.05,2.42
227,2017,94,11965,80.0,79.98,59.6,78.83,36.62,8.82,97.94,114.71,123.49,89.36,42.1,25747.0,16.67,7.68,9.35,6.14,10.36,6.97,76.79,7.92,78.42,10.36,79.66,15.53,7.92,78.42,19.29,13.37,3.13,7.92,3.35,3.28,0.38
228,2017,95,31876,55.0,55.02,25.67,53.29,43.54,21.57,67.6,48.69,75.31,71.0,49.66,30.37,14.94,4.34,6.13,3.53,5.33,4.0,94.39,0.0,94.71,5.33,94.69,1.27,0.0,94.71,0.76,1.31,2.86,0.0,2.17,4.77,1.69
229,2017,97,12668,66.5,65.38,23.37,65.39,39.27,14.03,78.29,45.08,99.3,74.08,48.28,14709.0,13.39,8.0,8.77,6.05,11.69,7.85,80.89,0.58,79.81,11.69,84.99,11.12,0.58,79.81,8.21,7.15,3.16,0.58,3.57,3.38,0.98
230,2017,99,22282,77.9,77.93,46.15,79.59,33.87,14.91,92.69,89.56,134.58,64.13,37.4,21875.0,37.7,8.65,9.47,7.97,10.48,7.4,76.3,0.63,72.75,10.48,85.12,15.05,0.63,72.75,11.3,7.49,11.73,0.63,13.39,11.82,3.74
231,2018,5,1147598,84.72,94.11,67.98,91.89,81.29,43.83,108.39,87.84,113.99,118.58,85.46,,,3.97,3.43,3.18,5.42,2.84,89.13,0.19,91.0,5.42,91.76,6.91,0.19,91.0,10.05,5.41,3.13,0.19,3.14,4.22,1.29
232,2018,8,521630,92.53,91.34,61.54,89.02,76.55,49.27,99.81,93.11,106.13,101.18,85.05,,,1.55,2.24,1.49,1.65,1.09,93.57,1.92,94.11,1.65,95.45,4.88,1.92,94.11,6.6,3.46,0.74,1.92,0.78,0.85,0.27
233,2018,11,1179282,78.71,96.51,70.65,97.81,85.97,56.01,105.2,90.75,110.39,108.9,93.18,,,1.65,1.9,1.35,2.01,1.53,98.02,0.0,98.65,2.01,96.32,0.33,0.0,98.65,0.07,2.15,0.33,0.0,0.24,0.57,0.21
234,2018,13,455784,92.71,98.6,69.74,97.25,79.38,44.17,112.48,113.41,124.42,112.82,82.2,,,2.75,3.65,2.35,3.19,2.4,90.31,0.86,91.26,3.19,91.04,6.93,0.86,91.26,9.43,6.56,3.82,0.86,3.88,4.43,2.05
235,2018,15,234116,83.54,96.54,70.66,92.85,89.25,57.96,106.84,93.36,106.31,115.66,97.02,,,2.07,1.88,1.28,2.99,2.07,92.59,0.26,95.4,2.99,92.75,5.34,0.26,95.4,8.54,5.18,1.69,0.26,1.37,2.59,1.01
236,2018,17,162391,74.38,87.08,65.68,83.01,77.81,45.19,99.49,83.13,100.85,110.68,82.52,,,2.96,2.99,2.21,3.88,2.67,90.77,0.71,92.8,3.88,92.55,6.27,0.71,92.8,9.2,4.78,3.35,0.71,2.85,4.92,1.86
237,2018,18,98639,73.14,92.04,59.17,90.89,69.46,32.22,107.89,96.56,120.71,104.71,87.01,,,5.5,6.54,4.61,6.91,4.51,92.62,0.42,93.8,6.91,93.06,1.88,0.42,93.8,2.57,2.43,2.52,0.42,2.51,3.36,1.37
238,2018,19,301714,83.72,83.17,55.16,84.55,66.21,33.58,100.03,92.72,108.43,103.6,77.45,,,2.58,2.25,1.72,3.77,2.89,90.33,0.92,91.4,3.77,91.0,7.09,0.92,91.4,9.16,6.11,0.97,0.92,0.81,1.52,0.43
239,2018,20,288411,101.41,90.73,58.81,87.8,71.27,39.94,101.99,103.52,113.9,99.55,75.09,,,3.98,5.24,3.73,4.45,2.51,90.35,0.87,91.51,4.45,91.94,5.68,0.87,91.51,8.28,5.56,1.24,0.87,1.06,1.7,0.8
240,2018,23,386239,87.95,94.72,58.31,90.71,78.21,43.56,108.32,104.29,115.57,111.83,85.17,,,2.23,2.99,1.62,2.9,2.15,93.81,0.58,95.03,2.9,93.2,3.96,0.58,95.03,5.39,4.65,2.89,0.58,2.97,3.45,1.54
241,2018,25,547875,92.49,97.91,67.0,98.58,86.4,50.34,108.72,97.31,114.0,115.94,88.18,,,2.89,3.59,2.09,3.89,2.33,92.11,0.74,94.56,3.89,92.64,5.0,0.74,94.56,7.8,5.03,2.11,0.74,1.6,3.34,1.14
242,2018,27,143975,79.81,80.95,55.99,81.74,51.12,23.21,98.11,96.95,119.23,85.85,67.01,,,3.16,3.5,2.62,4.2,2.85,87.71,0.06,87.62,4.2,91.67,9.13,0.06,87.62,11.98,5.48,1.29,0.06,1.91,0.72,0.24
243,2018,41,242238,85.04,94.28,70.97,92.4,81.28,44.75,106.28,99.63,111.57,112.77,83.25,,,4.21,3.38,2.76,6.5,3.71,86.1,0.28,90.22,6.5,87.17,9.69,0.28,90.22,15.7,9.11,2.63,0.28,2.49,3.78,1.27
244,2018,44,237991,77.72,90.55,66.37,90.09,56.54,23.25,103.72,115.1,129.69,91.59,51.38,,,2.77,3.6,2.45,3.37,1.6,93.01,0.52,92.72,3.37,94.96,4.22,0.52,92.72,4.58,3.44,4.75,0.52,5.79,4.1,1.29
245,2018,47,317652,95.21,97.69,62.36,91.7,73.92,40.66,115.66,118.54,125.19,117.16,86.63,,,3.26,3.63,2.93,3.7,2.94,93.58,0.66,94.09,3.7,94.38,3.15,0.66,94.09,4.19,2.67,1.7,0.66,1.71,1.96,0.65
246,2018,50,218707,90.3,92.51,65.24,91.04,78.31,43.29,104.13,93.06,111.08,108.07,84.91,,,4.47,5.8,3.53,5.75,3.52,89.65,0.15,92.43,5.75,91.3,5.88,0.15,92.43,9.72,5.18,0.89,0.15,0.69,1.43,0.54
247,2018,52,314579,67.88,84.54,49.04,81.82,69.66,35.6,98.98,79.38,107.7,105.88,74.99,,,1.34,0.92,0.79,2.12,1.38,95.42,0.56,96.33,2.12,96.07,3.24,0.56,96.33,4.44,2.55,2.94,0.56,2.55,4.29,1.52
248,2018,54,307526,93.58,91.62,65.88,91.76,74.5,40.56,106.28,96.89,112.39,110.57,87.61,,,3.95,4.92,3.36,4.7,3.49,90.55,0.4,92.65,4.7,90.17,5.5,0.4,92.65,8.6,6.34,1.41,0.4,1.35,1.94,0.81
249,2018,63,83383,76.15,98.35,67.93,95.26,89.06,54.66,110.83,97.88,111.74,122.46,93.1,,,4.17,4.71,3.18,5.39,3.45,89.17,0.43,92.3,5.39,90.52,6.67,0.43,92.3,10.27,6.02,1.08,0.43,0.86,1.66,0.63
250,2018,66,157477,86.17,98.4,69.6,96.23,84.42,49.19,114.09,99.71,116.3,123.34,98.13,,,4.23,4.81,3.41,5.53,2.96,88.74,0.96,91.34,5.53,91.25,7.04,0.96,91.34,10.79,5.79,0.76,0.96,0.82,0.96,0.3
251,2018,68,401463,97.79,96.06,67.51,94.88,83.83,49.63,108.08,101.94,111.16,113.07,94.05,,,3.2,4.24,2.41,4.1,2.7,89.46,0.45,93.15,4.1,89.96,7.34,0.45,93.15,12.29,7.35,1.73,0.45,1.43,2.71,0.71
252,2018,70,201443,98.08,95.99,72.16,95.33,75.31,41.67,110.42,132.2,121.35,107.2,80.24,,,2.78,3.42,2.16,3.62,2.24,87.36,1.33,88.93,3.62,89.03,9.86,1.33,88.93,14.13,8.73,1.28,1.33,1.28,1.73,0.77
253,2018,73,255496,83.88,98.54,72.09,98.2,83.51,46.72,110.66,104.33,120.25,115.05,83.85,,,3.02,3.54,2.37,3.89,2.48,90.56,0.35,92.92,3.89,92.04,6.42,0.35,92.92,10.05,5.48,0.84,0.35,0.84,1.11,0.41
254,2018,76,861316,79.27,80.36,53.98,76.19,71.45,40.2,91.87,78.67,92.92,101.16,77.31,,,3.26,3.83,2.74,3.99,2.49,89.22,0.5,91.63,3.99,91.17,7.52,0.5,91.63,11.36,6.34,1.1,0.5,1.06,1.44,0.59
255,2018,81,60962,77.02,94.93,61.66,93.81,74.65,36.66,112.21,103.46,129.12,110.95,76.73,,,2.63,2.83,2.21,3.32,2.35,97.29,0.0,97.79,3.32,96.8,0.08,0.0,97.79,0.0,0.86,4.46,0.0,4.08,6.53,1.91
256,2018,85,92859,96.81,93.05,71.43,91.01,78.86,44.09,104.3,96.28,108.97,111.24,83.02,,,2.69,3.08,2.12,3.47,2.31,90.77,0.57,93.26,3.47,92.33,6.54,0.57,93.26,10.81,5.36,2.0,0.57,2.01,2.84,0.63
257,2018,86,80972,75.0,84.28,45.66,80.71,71.04,36.59,96.55,84.08,101.34,104.24,75.88,,,5.21,4.86,3.59,7.37,5.27,86.88,0.68,90.49,7.37,87.1,7.9,0.68,90.49,12.04,7.63,2.15,0.68,1.78,3.24,1.24
258,2018,88,10853,67.34,93.4,68.69,92.96,84.23,50.9,99.93,92.31,105.6,108.41,73.04,,,1.97,1.61,2.47,1.8,0.71,93.79,0.0,94.93,1.8,95.51,4.25,0.0,94.93,7.5,3.78,2.31,0.0,2.21,3.35,0.51
259,2018,91,22257,81.13,81.46,45.99,78.33,61.51,31.51,95.04,83.23,103.7,96.52,73.54,,,4.87,5.31,3.09,7.18,6.02,91.17,0.07,91.95,7.18,89.98,3.96,0.07,91.95,3.36,4.0,4.12,0.07,4.55,4.61,1.49
260,2018,94,15766,81.64,62.28,46.4,61.95,28.93,6.79,77.05,83.26,96.08,68.66,38.72,,,7.14,9.88,5.53,9.82,5.47,77.64,5.25,77.82,9.82,85.69,15.22,5.25,77.82,17.34,8.84,5.08,5.25,5.91,4.1,2.09
261,2018,95,21118,55.7,84.61,42.44,82.1,66.5,31.14,105.08,75.29,122.45,106.43,73.13,,,3.36,4.01,2.58,4.63,2.63,87.78,1.44,90.49,4.63,88.75,8.86,1.44,90.49,13.59,8.62,3.46,1.44,3.46,4.47,1.75
262,2018,97,15363,61.64,50.79,22.82,51.12,30.54,11.35,59.79,37.18,74.44,55.61,39.76,,,3.88,4.93,3.13,4.93,4.65,85.38,1.64,85.37,4.93,85.44,10.74,1.64,85.37,11.22,9.91,2.26,1.64,2.58,2.33,0.75
263,2018,99,32951,78.13,53.74,30.74,56.68,24.06,9.36,61.92,53.68,90.98,43.77,24.53,,,7.14,7.39,6.52,8.99,5.97,75.25,0.0,70.72,8.99,88.06,17.6,0.0,70.72,12.3,5.97,5.62,0.0,7.28,3.63,1.01
264,2019,5,1149985,94.0,93.83,67.86,90.24,82.6,45.04,107.57,87.63,109.35,120.21,88.35,,,4.02,3.73,3.29,5.33,2.95,88.38,0.18,90.73,5.33,91.37,7.59,0.18,90.73,11.56,5.68,3.19,0.18,2.92,4.65,1.37
265,2019,8,533666,92.07,91.69,62.69,89.36,76.94,48.95,100.2,94.31,106.54,102.06,84.0,,,1.26,1.72,1.28,1.26,0.9,92.91,1.26,93.88,1.26,94.78,5.83,1.26,93.88,8.63,4.32,1.0,1.26,1.06,1.18,0.42
